,listing_id,accessories_vectors,years of warranty,better loan offer,well maintained,low fuel consumption,reg_date,power,engine_cap,mileage,no_of_owners,depreciation,coe,dereg_value,omv,arf,type_of_vehicle_bus/mini bus,type_of_vehicle_hatchback,type_of_vehicle_luxury sedan,type_of_vehicle_mid-sized sedan,type_of_vehicle_mpv,type_of_vehicle_others,type_of_vehicle_sports car,type_of_vehicle_stationwagon,type_of_vehicle_suv,type_of_vehicle_truck,type_of_vehicle_van,fuel_type_diesel,fuel_type_electric,fuel_type_petrol,fuel_type_petrol-electric,transmission,make,model,price
2628,1016558,"[2, 3, 4, 6]",0,1,0,1,11,155.0,1984.0,113000.0,3.0,9520.0,32914.0,29695.0,46898.0,46898.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,audi,a5,94500.0
2629,1030130,"[2, 6]",0,0,0,0,0,134.00029172744402,1598.0,8.0,1.0,5580.0,30713.0,30688.0,18396.0,920.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,nissan,nv200,61400.0
2630,1008378,[6],5,1,0,1,0,134.00029172744402,1597.0,66000.0,1.0,5580.0,36756.0,36132.0,19521.0,977.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,nissan,nv200,60400.0
2631,1028718,"[2, 4, 6, 10]",0,0,0,0,11,79.0,1584.0,66000.0,3.0,6470.0,32190.0,28751.0,11419.0,11419.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,mitsubishi,lancer,63600.0
2632,1003849,[6],0,0,0,0,3,88.0,1496.0,61737.0,1.0,8960.0,31997.0,33680.0,14634.0,14634.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,mazda,3,78000.0
2633,987641,"[1, 5, 6]",0,1,0,0,6,225.0,2993.0,58500.0,2.0,28390.0,62019.0,126316.0,95092.0,143166.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,land rover,range,212300.0
2634,996920,[6],0,1,0,1,3,134.00029172744402,1560.0,66000.0,2.0,6980.0,26141.0,18277.0,21329.0,1067.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,citroen,berlingo,53700.0
2635,1017860,"[3, 6]",0,1,0,0,5,106.0,1997.0,83557.0,1.0,11760.0,57903.0,45987.0,23227.0,24518.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,nissan,x-trail,77900.0
2636,993460,"[2, 4, 6, 9, 10]",0,1,1,0,13,114.0,1998.0,66000.0,3.0,7470.0,36888.0,25589.0,22283.0,22283.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,honda,civic,57000.0
2637,970617,[6],0,1,1,1,10,106.0,1797.0,171239.0,3.0,9230.0,23658.0,21947.0,21343.0,21343.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,wish,47100.0
2638,1007969,[6],0,1,0,0,0,134.00029172744402,1499.0,50.0,1.0,8550.0,39589.0,37984.0,24249.0,1213.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,citroen,berlingo,90200.0
2639,1018593,[6],0,0,0,1,0,134.00029172744402,2999.0,50.0,1.0,8760.0,37000.0,36736.0,34117.0,1706.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,isuzu,njr88a,95700.0
2640,1028373,"[2, 4, 6, 10]",0,1,0,1,4,95.3,1591.0,62000.0,1.0,8780.0,48401.0,35986.0,12160.0,12160.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,kia,cerato,60300.0
2641,1011313,"[4, 6, 7, 10]",0,1,0,0,3,93.8,1591.0,31000.0,1.0,8760.0,38200.0,33272.0,11891.0,11891.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,hyundai,elantra,68000.0
2642,1031283,"[2, 4, 6, 9, 10]",0,1,0,0,12,80.0,1598.0,140000.0,3.0,6090.0,25525.0,19203.0,16990.0,16990.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,toyota,corolla,50400.0
2643,1010497,"[1, 2, 4, 6, 7, 10]",0,1,1,1,3,123.0,1998.0,26000.0,1.0,12460.0,31001.0,49030.0,30780.0,35092.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,toyota,camry,119700.0
2644,1002822,"[3, 5, 6]",0,1,0,1,2,112.0,1496.0,18000.0,1.0,10300.0,36001.0,44517.0,27440.0,20416.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,honda,vezel,103200.0
2645,1028384,"[2, 4, 6, 9, 10]",0,1,0,0,10,91.2,1591.0,132000.0,6.0,8070.0,17600.0,14610.0,13594.0,13594.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,kia,cerato,36800.0
2646,1010844,"[2, 6, 7]",0,1,0,0,3,112.0,1496.0,51000.0,1.0,10810.0,44000.0,41415.0,25202.0,17283.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,honda,vezel,88900.0
2647,1012036,"[2, 3, 6, 7, 8]",0,0,0,1,4,129.0,2356.0,66388.0,1.0,14310.0,53300.0,56118.0,30663.0,34929.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,honda,e,107600.0
2648,1027313,[6],5,1,0,0,4,105.0,1798.0,66000.0,1.0,10650.0,54000.0,45384.0,19955.0,19955.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,wish,77000.0
2649,1020666,[6],0,1,1,1,10,220.0,3598.0,94900.0,2.0,15570.0,52971.79310344828,91167.23809523808,78846.0,78846.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,porsche,cayenne,171400.0
2650,1028950,"[2, 6, 10]",0,0,0,0,4,185.0,1998.0,60000.0,1.0,22560.0,50001.0,82586.0,54822.0,70680.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,530i,185700.0
2651,1028243,"[1, 2, 3, 6, 7]",0,1,0,0,3,110.0,1998.0,86000.0,1.0,11440.0,31000.0,38671.0,22071.0,22900.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,mitsubishi,outlander,99900.0
2652,993307,"[2, 6, 10]",0,0,1,1,5,92.0,1597.0,61000.0,2.0,10540.0,50991.0,42131.0,20173.0,20243.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,honda,civic,72400.0
2653,1025711,"[2, 6, 8, 9, 10]",0,1,0,0,5,110.0,1995.0,100000.0,1.0,11260.0,46229.0,36599.0,16105.0,16105.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,subaru,forester,74600.0
2654,953473,"[6, 8]",0,0,0,0,8,420.0,6592.0,66000.0,5.0,209850.0,91910.0,237162.0,401776.0,401776.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,rolls-royce,ghost,627000.0
2655,1006901,[6],5,0,0,0,1,294.0,2996.0,4500.0,1.0,30220.0,39000.0,104682.0,66322.0,91380.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,land rover,defender,358400.0
2656,1030790,"[2, 4, 5, 6, 7, 10]",0,1,0,1,10,150.0,2497.0,134119.0,2.0,9080.0,41709.32203389831,35826.67796610169,48981.0,48981.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,523i,100000.0
2657,1014282,"[2, 3, 6, 8]",0,0,0,1,5,111.0,1986.0,80000.0,3.0,13030.0,57010.0,49323.0,31309.0,30833.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,toyota,harrier,86700.0
2658,1026156,"[1, 2, 6]",0,1,1,1,1,134.0,2494.0,12000.0,1.0,19380.0,45012.0,86429.0,48189.0,59465.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,vellfire,230800.0
2659,981892,[6],0,0,0,0,5,134.00029172744402,2982.0,66000.0,1.0,9800.0,45890.0,20506.0,28485.0,1425.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,toyota,hiace,48200.0
2660,1029061,"[2, 3, 4, 6, 10]",0,1,1,0,5,135.0,2494.0,109500.0,1.0,15230.0,48002.0,51579.0,36191.0,42668.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,lexus,es,99900.0
2661,990639,"[2, 4, 6, 9, 10]",0,1,0,0,0,100.0,1797.0,8088.0,1.0,11700.0,41503.0,48297.0,32144.0,22002.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,toyota,prius,134000.0
2662,1028032,"[2, 4, 6, 7, 10]",0,1,1,1,6,85.0,1197.0,72000.0,1.0,10590.0,56001.0,33232.0,18413.0,13413.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,nissan,qashqai,57000.0
2663,1002350,"[2, 6]",0,1,0,0,1,93.8,1591.0,66000.0,1.0,8450.0,32309.0,36012.0,11877.0,11877.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,kia,cerato,84500.0
2664,974251,"[6, 8]",0,1,0,0,0,225.0,1991.0,88.0,1.0,26360.0,51900.0,93237.0,56315.0,73367.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,mercedes-benz,amg,316600.0
2665,1022519,"[3, 6]",0,1,0,0,0,134.00029172744402,1332.0,88.0,1.0,16340.0,59501.0,93975.0,38826.0,46357.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,mercedes-benz,amg,204400.0
2666,1012344,"[2, 6]",0,1,1,0,2,250.0,2995.0,18728.0,1.0,32470.0,40009.0,141872.0,96263.0,145274.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,porsche,cayenne,373800.0
2667,1001748,[6],0,1,0,0,3,134.00029172744402,1560.0,82800.0,1.0,7420.0,36859.0,24741.0,20654.0,1033.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,peugeot,partner,54800.0
2668,997880,[6],0,1,0,0,4,177.0,1999.0,66000.0,3.0,15950.0,54556.0,77876.0,50339.0,62611.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,land rover,discovery,134200.0
2669,1021466,[6],0,0,0,0,14,180.0,2687.0,66000.0,5.0,21790.0,52473.0,30822.0,79622.0,87585.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,porsche,cayman,140800.0
2670,992892,"[1, 2, 4, 6, 10]",0,1,1,1,1,95.0,1496.0,14500.0,1.0,8570.0,32699.0,36054.0,20514.0,10720.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,honda,shuttle,86700.0
2671,1019921,"[2, 6, 7, 10]",0,1,1,1,2,96.0,1598.0,26493.0,1.0,8890.0,29159.0,36874.0,18787.0,18787.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,toyota,corolla,86800.0
2672,1022978,[6],0,1,1,0,7,134.00029172744402,2998.0,66000.0,3.0,10340.0,52010.0,16002.0,28699.0,1435.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,mitsubishi,fuso,35000.0
2673,1015459,"[2, 4, 6]",0,1,0,1,2,100.0,1797.0,35000.0,1.0,14170.0,33989.0,45401.0,32027.0,26838.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,toyota,voxy,130700.0
2674,967994,[6],0,0,0,0,1,294.0,2085.356363200192,4000.0,1.0,26890.0,40301.0,118101.0,86032.0,116858.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,jaguar,i-pace,336400.0
2675,1021148,"[2, 4, 6, 10]",0,0,0,0,12,89.7,1591.0,155340.0,4.0,7380.0,14664.0,8742.0,14576.0,13960.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,hyundai,i30,24200.0
2676,1031211,[6],0,0,0,0,0,80.0,1499.0,7200.0,1.0,11620.0,45600.0,70224.0,31057.0,35480.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,116i,141800.0
2677,998527,"[2, 4, 5, 6]",0,1,1,1,11,103.0,1799.0,82231.0,2.0,6790.0,34935.0,31805.0,21240.0,21240.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,honda,stream,68000.0
2678,1026150,"[2, 5, 6, 10]",0,1,0,0,5,100.0,1499.0,92000.0,2.0,14040.0,45009.0,37627.0,26979.0,24771.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,318i,83400.0
2679,1025254,"[6, 10]",0,1,0,0,11,225.0,2979.0,150000.0,6.0,10430.0,38071.0,32428.0,55384.0,55384.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,bmw,335i,97700.0
2680,956216,[6],0,1,1,0,4,134.00029172744402,10837.0,66000.0,1.0,15800.0,40212.0,24634.0,77714.0,3886.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,ud,trucks,106500.0
2681,1007196,"[2, 3, 6, 7]",0,1,1,0,6,250.0,2997.0,89071.0,2.0,29610.0,77600.0,94353.0,71450.0,100610.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,porsche,macan,176900.0
2682,1017287,"[3, 6, 7, 8]",0,0,0,0,4,106.0,1997.0,59437.0,1.0,11940.0,50621.0,47154.0,23955.0,25537.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,nissan,x-trail,86700.0
2683,1030435,"[2, 3, 6, 7, 10]",0,1,1,1,4,134.0,2493.0,63000.0,2.0,17300.0,52600.0,61442.0,37076.0,43907.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,vellfire,127400.0
2684,1022638,"[2, 6, 7]",0,1,1,0,6,175.0,1998.0,81000.0,1.0,17570.0,58109.0,60468.0,47057.0,57880.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,lexus,nx,107800.0
2685,1023074,"[2, 6, 7, 10]",0,1,0,0,14,103.0,1799.0,66000.0,3.0,7960.0,25178.0,5381.0,17361.0,19098.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,honda,stream,9400.0
2686,1025354,"[2, 3, 6, 7, 8]",0,0,0,0,3,170.0,1998.0,39331.0,1.0,13930.0,37330.0,56969.0,35785.0,42099.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,toyota,harrier,127400.0
2687,994378,"[2, 3, 5, 6, 10]",0,1,1,1,2,93.8,1591.0,4253.0,1.0,8660.0,27000.0,33200.0,14510.0,14510.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,kia,cerato,86700.0
2688,1029627,"[2, 4, 6, 7, 10]",0,0,0,1,4,96.0,1496.0,78778.0,1.0,10020.0,50951.0,36961.0,22293.0,13211.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,honda,vezel,65800.0
2689,1027434,[6],0,0,0,0,14,134.00029172744402,2982.0,240120.0,1.0,7560.0,29631.843434343435,17696.304568527918,24285.0,25999.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,toyota,dyna,41600.0
2690,1017312,[6],0,1,1,1,4,134.00029172744402,2953.0,66000.0,1.0,8610.0,42004.0,25755.0,26468.0,1324.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,nissan,cabstar,58100.0
2691,1027360,[6],0,1,0,1,0,134.00029172744402,658.0,1.0,1.0,5090.0,41701.0,41621.0,15491.0,775.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,suzuki,every,55900.0
2692,1021501,"[4, 6, 10]",0,1,0,0,14,97.0,1794.0,66000.0,4.0,7220.0,52077.0,28707.0,16218.0,17840.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,wish,43800.0
2693,1022643,"[1, 2, 6]",0,1,0,0,3,88.0,2085.356363200192,83000.0,1.0,11360.0,40000.0,42699.0,35543.0,21761.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,hyundai,ioniq,94400.0
2694,1004680,"[4, 6, 10]",0,1,0,1,6,92.0,1395.0,82090.0,1.0,11950.0,54301.0,37400.0,26944.0,19722.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,audi,a3,68000.0
2695,1029386,"[1, 6, 10]",0,1,1,0,4,125.0,2362.0,174964.0,1.0,14940.0,55414.0,62050.0,34489.0,40285.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,previa,116600.0
2696,1010465,"[2, 3, 6, 9]",0,1,1,1,9,180.0,1997.0,110000.0,1.0,10570.0,67490.91891891892,55553.62162162162,50207.0,50207.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,528i,116400.0
2697,1012822,"[1, 2, 4, 6, 8, 10]",0,1,0,1,6,129.0,2356.0,88000.0,2.0,14380.0,66751.0,43106.0,27198.0,30078.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,honda,e,72400.0
2698,1016945,[6],0,1,0,0,10,108.0,1998.0,88550.0,1.0,10561.417322834646,63002.0,11786.0,22432.0,22432.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,toyota,camry,19700.0
2699,1013454,"[3, 5, 6]",0,1,1,1,2,112.0,1496.0,41000.0,1.0,9930.0,42564.0,48987.0,27981.0,21174.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,honda,vezel,96600.0
2700,1024570,"[2, 3, 4, 6, 10]",0,1,0,0,11,100.0,1997.0,170000.0,3.0,8470.0,17708.0,12459.0,25358.0,25358.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,nissan,teana,32800.0
2701,1025578,"[6, 7]",0,0,0,1,8,313.2,4735.0,23500.0,3.0,28620.0,34935.0,31738.0,142860.0,142860.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,aston martin,v8,286000.0
2702,1029696,[6],0,0,0,0,10,200.0,3498.0,105000.0,4.0,12800.0,40014.0,36890.0,102322.0,102322.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mercedes-benz,s350,129800.0
2703,1026776,[6],0,0,0,0,5,88.0,1497.0,66000.0,2.0,9500.0,52301.0,35568.0,17537.0,12537.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,honda,city,59200.0
2704,1022541,"[5, 6, 8]",0,1,0,1,11,115.0,1995.0,118000.0,3.0,7960.0,34935.0,31805.0,37888.0,37888.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,320i,79800.0
2705,1022083,[6],0,0,1,0,42,134.00029172744402,998.0,62025.0,1.0,5980.0,22730.0,19949.0,40374.0,48523.6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,austin,mini,65800.0
2706,996232,"[2, 4, 6, 10]",0,1,1,0,13,80.0,1499.0,66000.0,3.0,8660.0,19107.0,6837.0,16591.0,16591.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,mitsubishi,lancer,17000.0
2707,1024998,"[2, 5, 6]",0,1,0,0,6,111.0,1998.0,73000.0,2.0,10300.0,75002.0,36895.0,17409.0,12409.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,mazda,2,50400.0
2708,1020857,"[2, 6, 7, 8]",0,1,1,0,6,111.0,1986.0,62000.0,2.0,13810.0,65501.0,43428.0,28769.0,27277.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,toyota,harrier,74600.0
2709,1029977,"[2, 6, 10]",0,1,0,0,4,84.0,1600.0,26000.0,1.0,10480.0,36001.0,33393.0,14500.0,14500.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,subaru,xv,80100.0
2710,992578,[6],0,0,0,1,2,93.8,1591.0,14230.0,1.0,8690.0,26301.0,28364.0,11090.0,11090.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,kia,cerato,79000.0
2711,1018700,[6],0,0,0,0,3,59.0,1193.0,69086.0,1.0,7810.0,30209.0,25178.0,13834.0,5000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,mitsubishi,attrage,63700.0
2712,996048,[6],0,0,0,0,2,96.0,1496.0,35000.0,1.0,9630.0,27000.0,32056.0,23217.0,14504.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,honda,vezel,91100.0
2713,997169,"[2, 4, 6, 8, 10]",0,0,1,0,5,155.0,1991.0,42000.0,2.0,18160.0,47604.0,69362.0,53339.0,68011.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mercedes-benz,e250,128700.0
2714,994135,"[2, 6, 8]",0,1,0,0,11,147.0,1984.0,200000.0,4.0,7390.0,33568.0,30000.0,36625.0,36625.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,volkswagen,cc,72600.0
2715,1025907,"[2, 4, 6, 10]",0,1,1,0,12,106.0,1797.0,66000.0,4.0,6930.0,39129.0,32075.0,22345.0,22345.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,wish,62500.0
2716,936988,"[1, 2, 3, 6]",0,1,0,0,5,185.0,1984.0,65000.0,2.0,18020.0,46970.0,69929.0,54264.0,69676.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,audi,a7,127600.0
2717,1019653,"[1, 6, 7]",0,1,0,0,6,175.0,1998.0,48000.0,1.0,18020.0,58109.0,60468.0,47057.0,57880.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,lexus,nx,109800.0
2718,1015665,"[2, 6, 7, 10]",0,0,1,0,2,100.0,1332.0,43000.0,2.0,15630.0,39728.0,69670.0,41590.0,50226.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mercedes-benz,amg,166100.0
2719,913106,[6],0,1,0,0,1,134.00029172744402,4009.0,11.0,1.0,9530.0,20024.0,17835.0,35016.0,1751.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,hino,xzu710r,93400.0
2720,975131,[6],0,1,0,1,5,134.00029172744402,2982.0,75127.0,1.0,12030.0,42036.0,19141.0,30613.0,1531.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,toyota,dyna,60300.0
2721,1019394,"[6, 10]",0,1,0,0,12,69.9,1399.0,187000.0,4.0,6430.0,13943.0,7716.0,9469.0,9469.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,hyundai,verna,19600.0
2722,990292,[6],0,0,0,0,5,177.0,1998.0,102660.0,2.0,11810.0,47604.0,35287.0,19146.0,19146.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,subaru,forester,70300.0
2723,1000647,"[2, 3, 6, 7, 8, 10]",0,1,0,0,2,93.8,1591.0,19998.0,1.0,8880.0,36704.0,43097.0,18634.0,18634.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,kia,cerato,87800.0
2724,1026509,"[2, 4, 6, 10]",0,1,1,1,2,73.0,1317.0,23786.0,1.0,8090.0,27000.0,28336.0,18093.0,8093.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,honda,fit,77900.0
2725,1028284,"[3, 6, 7, 10]",0,1,0,1,10,150.0,1796.0,105000.0,2.0,11780.0,39129.0,32225.0,63555.0,63555.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,mercedes-benz,e250,106700.0
2726,933105,[6],0,0,0,0,13,134.00029172744402,2982.0,66000.0,1.0,8770.0,33717.0,23001.0,33661.0,1684.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,toyota,hiace,65800.0
2727,1024403,"[2, 4, 6, 10]",0,1,1,0,5,85.0,1197.0,76000.0,2.0,9940.0,51301.0,32159.0,18454.0,13454.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,nissan,qashqai,55900.0
2728,1030696,[6],5,1,0,0,3,103.0,1499.0,58000.0,1.0,13610.0,31001.0,52825.0,34636.0,40491.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bmw,x1,130700.0
2729,988413,"[2, 3, 4, 6, 7, 8, 9]",0,1,1,0,6,140.0,2354.0,87000.0,2.0,14380.0,58109.0,43755.0,28587.0,32022.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,honda,cr-v,80100.0
2730,990750,[6],0,1,0,0,7,111.0,1998.0,93000.0,1.0,11220.0,71300.0,31828.0,17494.0,12494.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,mazda,2,48200.0
2731,1028742,"[2, 6, 7, 10]",0,1,0,0,5,110.0,1395.0,81000.0,2.0,13580.0,57002.0,49023.0,32163.0,27029.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,audi,a4,90200.0
2732,1016597,[6],0,0,0,1,9,416.0,4497.0,28000.0,3.0,61770.0,77690.07692307692,181785.0833333333,353910.0,353910.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,ferrari,458,679800.0
2733,1005715,"[1, 2, 4, 6, 7, 10]",5,1,0,1,2,121.0,1998.0,33000.0,1.0,10600.0,52410.0,51654.0,18868.0,18868.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mazda,2,102900.0
2734,1020411,"[4, 6, 7, 10]",0,1,1,0,11,108.0,1998.0,66000.0,4.0,7270.0,16784.0,12360.0,26443.0,26443.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,toyota,camry,29500.0
2735,1028942,"[1, 2, 6, 8]",0,1,0,0,10,225.0,3498.0,109500.0,2.0,11970.0,55223.083333333336,61740.25,83584.0,83584.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mercedes-benz,cls350,131800.0
2736,1026812,[6],0,0,0,1,3,96.0,1496.0,50696.0,1.0,10130.0,38001.0,35412.0,21863.0,12609.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,honda,vezel,83000.0
2737,1026886,"[2, 4, 6, 10]",0,1,0,0,6,96.0,1496.0,68000.0,3.0,10740.0,67601.0,27994.0,18807.0,5000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,honda,vezel,46000.0
2738,1009458,[6],0,0,0,0,12,75.0,1595.0,129000.0,4.0,9270.0,14664.0,8855.0,17816.0,17816.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,volkswagen,beetle,30800.0
2739,1003780,"[2, 4, 6, 10]",0,1,1,1,13,60.0,1339.0,152000.0,3.0,7080.0,14835.0,6625.0,13951.0,7406.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,honda,jazz,17400.0
2740,1022367,"[1, 4, 6]",0,1,0,0,6,141.0,1998.0,55000.0,2.0,17480.0,58109.0,39684.0,27790.0,25906.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,mini,cooper,89800.0
2741,1030507,"[6, 7]",0,1,1,1,5,135.0,1991.0,88017.0,1.0,18000.0,56500.0,78723.0,52106.0,65791.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mercedes-benz,e200,139200.0
2742,1012916,"[2, 3, 6, 7, 8]",0,0,0,0,4,170.0,1998.0,80000.0,1.0,13710.0,48109.0,61323.0,35785.0,42099.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,toyota,harrier,116400.0
2743,1028503,"[2, 6, 10]",0,1,1,1,4,105.0,1798.0,83000.0,1.0,10240.0,50621.0,43064.0,19955.0,19955.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,wish,73500.0
2744,996994,"[2, 6, 7]",0,1,1,0,6,90.0,1595.0,131000.0,2.0,15810.0,67089.0,35982.0,27392.0,20349.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mercedes-benz,cla180,70200.0
2745,1030139,"[2, 4, 5, 6]",0,1,1,0,11,150.0,2497.0,66000.0,4.0,9760.0,33568.0,29512.0,43348.0,43348.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,523i,94400.0
